0 0.00626666 0.0124345 0.0184062 0.0240877 0.0293893 0.0342274 0.0385257 0.0422164 0.0452414 0.0475528 0.0491144 0.0499013 0.0499013 0.0491144 0.0475528 0.0452414 0.0422164 0.0385257 0.0342274 0.0293893 0.0240877 0.0184062 0.0124345 0.00626667 3.511e-09 -0.00626666 -0.0124345 -0.0184062 -0.0240877 -0.0293893 -0.0342274 -0.0385257 -0.0422164 -0.0452414 -0.0475528 -0.0491144 -0.0499013 -0.0499013 -0.0491144 -0.0475528 -0.0452414 -0.0422164 -0.0385257 -0.0342274 -0.0293893 -0.0240877 -0.0184062 -0.0124345 -0.00626667 -7.02201e-09 0.00626665 0.0124345 0.0184062 0.0240877 0.0293893 0.0342273 0.0385257 0.0422164 0.0452413 0.0475528 0.0491144 0.0499013 0.0499013 0.0491144 0.0475528 0.0452414 0.0422164 0.0385257 0.0342274 0.0293893 0.0240877 0.0184062 0.0124345 0.00626667 1.0533e-08 -0.00626665 -0.0124345 -0.0184062 -0.0240877 -0.0293893 -0.0342273 -0.0385257 -0.0422164 -0.0452413 -0.0475528 -0.0491144 -0.0499013 -0.0499013 -0.0491144 -0.0475528 -0.0452414 -0.0422164 -0.0385257 -0.0342274 -0.0293893 -0.0240877 -0.0184062 -0.0124345 -0.00626668 -1.4044e-08 
0 0.00622825 0.0123601 0.0183004 0.0239571 0.029242 0.0340726 0.0383731 0.0420756 0.0451212 0.0474608 0.0490563 0.0498809 0.0499199 0.0491707 0.0476435 0.0453607 0.0423569 0.0386785 0.0343829 0.0295376 0.0242195 0.0185132 0.0125098 0.00630556 3.53297e-09 -0.00630555 -0.0125098 -0.0185132 -0.0242195 -0.0295376 -0.0343829 -0.0386785 -0.0423569 -0.0453607 -0.0476435 -0.0491707 -0.0499199 -0.0498809 -0.0490563 -0.0474608 -0.0451212 -0.0420756 -0.0383732 -0.0340726 -0.029242 -0.0239571 -0.0183004 -0.0123601 -0.00622825 -6.97862e-09 0.00622824 0.01236 0.0183004 0.0239571 0.029242 0.0340726 0.0383731 0.0420756 0.0451212 0.0474608 0.0490563 0.0498809 0.0499199 0.0491707 0.0476435 0.0453607 0.0423569 0.0386785 0.0343829 0.0295376 0.0242195 0.0185132 0.0125098 0.00630557 1.05989e-08 -0.00630554 -0.0125098 -0.0185132 -0.0242195 -0.0295376 -0.0343829 -0.0386785 -0.0423569 -0.0453607 -0.0476435 -0.0491707 -0.0499199 -0.0498809 -0.0490563 -0.0474608 -0.0451212 -0.0420756 -0.0383732 -0.0340726 -0.029242 -0.0239571 -0.0183004 -0.0123601 -0.00622826 -1.4044e-08 
0 0.00619029 0.0122865 0.0181957 0.0238276 0.0290958 0.0339187 0.038221 0.0419347 0.0450003 0.0473675 0.0489965 0.0498586 0.0499365 0.0492254 0.0477329 0.0454792 0.0424972 0.0388316 0.0345392 0.0296871 0.0243526 0.0186213 0.012586 0.00634493 3.55521e-09 -0.00634492 -0.012586 -0.0186213 -0.0243526 -0.0296871 -0.0345392 -0.0388316 -0.0424972 -0.0454792 -0.0477329 -0.0492254 -0.0499365 -0.0498586 -0.0489965 -0.0473675 -0.0450003 -0.0419347 -0.038221 -0.0339187 -0.0290958 -0.0238276 -0.0181957 -0.0122865 -0.0061903 -6.93576e-09 0.00619028 0.0122865 0.0181957 0.0238276 0.0290958 0.0339187 0.038221 0.0419347 0.0450003 0.0473675 0.0489965 0.0498586 0.0499365 0.0492254 0.0477329 0.0454792 0.0424972 0.0388316 0.0345392 0.0296871 0.0243526 0.0186213 0.012586 0.00634493 1.06656e-08 -0.00634491 -0.012586 -0.0186213 -0.0243526 -0.0296871 -0.0345391 -0.0388316 -0.0424972 -0.0454792 -0.0477329 -0.0492254 -0.0499365 -0.0498586 -0.0489965 -0.0473675 -0.0450003 -0.0419347 -0.038221 -0.0339187 -0.0290958 -0.0238276 -0.0181957 -0.0122865 -0.0061903 -1.4044e-08 
0 0.00615278 0.0122137 0.018092 0.0236994 0.0289507 0.0337655 0.0380691 0.0417936 0.0448786 0.047273 0.0489352 0.0498344 0.0499512 0.0492783 0.0478209 0.0455969 0.0426372 0.038985 0.0346962 0.0298376 0.0244869 0.0187306 0.0126631 0.00638477 3.57772e-09 -0.00638477 -0.0126631 -0.0187305 -0.0244868 -0.0298376 -0.0346962 -0.038985 -0.0426371 -0.0455969 -0.0478209 -0.0492783 -0.0499512 -0.0498344 -0.0489352 -0.047273 -0.0448786 -0.0417936 -0.0380691 -0.0337655 -0.0289507 -0.0236994 -0.018092 -0.0122137 -0.00615279 -6.89342e-09 0.00615277 0.0122137 0.018092 0.0236993 0.0289507 0.0337655 0.0380691 0.0417935 0.0448786 0.047273 0.0489352 0.0498344 0.0499512 0.0492783 0.0478209 0.0455969 0.0426372 0.0389851 0.0346962 0.0298376 0.0244869 0.0187306 0.0126631 0.00638478 1.07332e-08 -0.00638476 -0.0126631 -0.0187305 -0.0244868 -0.0298376 -0.0346962 -0.038985 -0.0426371 -0.0455969 -0.0478209 -0.0492783 -0.0499512 -0.0498344 -0.0489352 -0.047273 -0.0448786 -0.0417936 -0.0380691 -0.0337655 -0.0289507 -0.0236994 -0.018092 -0.0122137 -0.00615279 -1.4044e-08 
0 0.00611571 0.0121417 0.0179895 0.0235722 0.0288066 0.0336131 0.0379177 0.0416523 0.0447562 0.0471772 0.0488721 0.0498083 0.049964 0.0493295 0.0479075 0.0457137 0.0427768 0.0391387 0.034854 0.0299892 0.0246223 0.018841 0.0127411 0.00642512 3.60052e-09 -0.00642511 -0.0127411 -0.018841 -0.0246223 -0.0299892 -0.034854 -0.0391387 -0.0427768 -0.0457137 -0.0479075 -0.0493295 -0.049964 -0.0498083 -0.0488721 -0.0471772 -0.0447562 -0.0416523 -0.0379177 -0.0336131 -0.0288066 -0.0235722 -0.0179895 -0.0121418 -0.00611572 -6.85158e-09 0.00611571 0.0121417 0.0179895 0.0235722 0.0288066 0.0336131 0.0379177 0.0416523 0.0447562 0.0471772 0.0488721 0.0498083 0.049964 0.0493295 0.0479075 0.0457137 0.0427768 0.0391387 0.034854 0.0299892 0.0246224 0.018841 0.0127411 0.00642512 1.08016e-08 -0.0064251 -0.0127411 -0.018841 -0.0246223 -0.0299892 -0.0348539 -0.0391387 -0.0427768 -0.0457137 -0.0479075 -0.0493295 -0.049964 -0.0498083 -0.0488721 -0.0471772 -0.0447562 -0.0416523 -0.0379177 -0.0336132 -0.0288066 -0.0235723 -0.0179895 -0.0121418 -0.00611573 -1.4044e-08 
0 0.00607908 0.0120706 0.0178879 0.0234463 0.0286636 0.0334616 0.0377666 0.0415109 0.0446332 0.0470803 0.0488075 0.0497804 0.0499749 0.0493789 0.0479927 0.0458295 0.0429161 0.0392926 0.0350125 0.0301419 0.0247591 0.0189525 0.01282 0.00646596 3.6236e-09 -0.00646595 -0.01282 -0.0189525 -0.0247591 -0.0301419 -0.0350124 -0.0392926 -0.0429161 -0.0458295 -0.0479927 -0.0493789 -0.0499749 -0.0497804 -0.0488075 -0.0470803 -0.0446332 -0.0415109 -0.0377666 -0.0334616 -0.0286636 -0.0234463 -0.0178879 -0.0120706 -0.00607909 -6.81024e-09 0.00607907 0.0120706 0.0178879 0.0234463 0.0286636 0.0334616 0.0377666 0.0415109 0.0446332 0.0470803 0.0488075 0.0497804 0.0499749 0.0493789 0.0479927 0.0458295 0.0429161 0.0392926 0.0350125 0.0301419 0.0247591 0.0189526 0.01282 0.00646596 1.08708e-08 -0.00646594 -0.0128199 -0.0189525 -0.0247591 -0.0301419 -0.0350124 -0.0392926 -0.0429161 -0.0458295 -0.0479927 -0.0493789 -0.0499749 -0.0497804 -0.0488075 -0.0470803 -0.0446332 -0.0415109 -0.0377666 -0.0334616 -0.0286636 -0.0234463 -0.017888 -0.0120706 -0.00607909 -1.4044e-08 
0 0.00604287 0.0120003 0.0177875 0.0233215 0.0285216 0.0333108 0.037616 0.0413694 0.0445095 0.0469822 0.0487413 0.0497506 0.0499839 0.0494265 0.0480764 0.0459444 0.043055 0.0394467 0.0351717 0.0302957 0.024897 0.0190653 0.0128998 0.00650731 3.64698e-09 -0.0065073 -0.0128998 -0.0190653 -0.024897 -0.0302957 -0.0351717 -0.0394467 -0.043055 -0.0459444 -0.0480764 -0.0494265 -0.0499839 -0.0497506 -0.0487414 -0.0469822 -0.0445095 -0.0413694 -0.037616 -0.0333108 -0.0285217 -0.0233215 -0.0177875 -0.0120003 -0.00604288 -6.76939e-09 0.00604287 0.0120002 0.0177875 0.0233215 0.0285216 0.0333108 0.037616 0.0413694 0.0445095 0.0469822 0.0487413 0.0497506 0.0499839 0.0494265 0.0480764 0.0459444 0.043055 0.0394467 0.0351717 0.0302957 0.0248971 0.0190653 0.0128998 0.00650731 1.09409e-08 -0.00650729 -0.0128998 -0.0190653 -0.024897 -0.0302957 -0.0351717 -0.0394467 -0.043055 -0.0459444 -0.0480764 -0.0494265 -0.0499839 -0.0497506 -0.0487414 -0.0469822 -0.0445095 -0.0413694 -0.037616 -0.0333108 -0.0285217 -0.0233215 -0.0177875 -0.0120003 -0.00604289 -1.4044e-08 
0 0.00600709 0.0119307 0.017688 0.0231978 0.0283808 0.0331609 0.0374657 0.0412278 0.0443852 0.0468829 0.0486736 0.049719 0.0499909 0.0494724 0.0481587 0.0460583 0.0431935 0.0396009 0.0353316 0.0304505 0.0250363 0.0191793 0.0129806 0.00654917 3.67066e-09 -0.00654917 -0.0129806 -0.0191793 -0.0250363 -0.0304505 -0.0353316 -0.0396009 -0.0431935 -0.0460583 -0.0481587 -0.0494724 -0.0499909 -0.049719 -0.0486736 -0.0468829 -0.0443852 -0.0412278 -0.0374657 -0.0331609 -0.0283808 -0.0231978 -0.017688 -0.0119307 -0.00600709 -6.72902e-09 0.00600708 0.0119307 0.017688 0.0231978 0.0283808 0.0331609 0.0374657 0.0412278 0.0443852 0.0468829 0.0486736 0.049719 0.0499909 0.0494724 0.0481587 0.0460583 0.0431935 0.0396009 0.0353316 0.0304506 0.0250363 0.0191793 0.0129806 0.00654918 1.1012e-08 -0.00654916 -0.0129805 -0.0191793 -0.0250363 -0.0304505 -0.0353316 -0.0396009 -0.0431935 -0.0460583 -0.0481587 -0.0494724 -0.0499909 -0.049719 -0.0486736 -0.0468829 -0.0443852 -0.0412278 -0.0374657 -0.0331609 -0.0283808 -0.0231978 -0.017688 -0.0119307 -0.0060071 -1.4044e-08 
0 0.00597171 0.0118619 0.0175896 0.0230752 0.0282409 0.0330117 0.0373159 0.0410862 0.0442604 0.0467826 0.0486043 0.0496856 0.049996 0.0495164 0.0482395 0.0461712 0.0433316 0.0397554 0.0354922 0.0306065 0.0251768 0.0192945 0.0130623 0.00659157 3.69464e-09 -0.00659156 -0.0130623 -0.0192945 -0.0251768 -0.0306065 -0.0354922 -0.0397554 -0.0433316 -0.0461712 -0.0482395 -0.0495164 -0.049996 -0.0496856 -0.0486043 -0.0467826 -0.0442604 -0.0410862 -0.0373159 -0.0330117 -0.0282409 -0.0230752 -0.0175896 -0.0118619 -0.00597172 -6.68912e-09 0.00597171 0.0118619 0.0175896 0.0230752 0.0282409 0.0330117 0.0373159 0.0410862 0.0442604 0.0467826 0.0486043 0.0496856 0.049996 0.0495164 0.0482395 0.0461712 0.0433316 0.0397554 0.0354922 0.0306065 0.0251768 0.0192945 0.0130623 0.00659158 1.10839e-08 -0.00659155 -0.0130623 -0.0192945 -0.0251768 -0.0306065 -0.0354922 -0.0397554 -0.0433316 -0.0461712 -0.0482395 -0.0495164 -0.049996 -0.0496856 -0.0486043 -0.0467826 -0.0442604 -0.0410862 -0.0373159 -0.0330117 -0.0282409 -0.0230752 -0.0175896 -0.0118619 -0.00597173 -1.4044e-08 
0 0.00593674 0.0117938 0.0174922 0.0229537 0.0281021 0.0328634 0.0371666 0.0409446 0.044135 0.0466812 0.0485336 0.0496504 0.0499993 0.0495586 0.0483187 0.046283 0.0434692 0.0399099 0.0356535 0.0307635 0.0253186 0.019411 0.013145 0.0066345 3.71893e-09 -0.00663449 -0.013145 -0.019411 -0.0253186 -0.0307635 -0.0356535 -0.0399099 -0.0434692 -0.046283 -0.0483187 -0.0495586 -0.0499993 -0.0496504 -0.0485336 -0.0466812 -0.044135 -0.0409446 -0.0371666 -0.0328634 -0.0281021 -0.0229537 -0.0174922 -0.0117938 -0.00593675 -6.64968e-09 0.00593674 0.0117938 0.0174922 0.0229537 0.0281021 0.0328634 0.0371666 0.0409446 0.044135 0.0466812 0.0485336 0.0496504 0.0499993 0.0495586 0.0483187 0.046283 0.0434692 0.0399099 0.0356535 0.0307635 0.0253186 0.019411 0.013145 0.00663451 1.11568e-08 -0.00663449 -0.013145 -0.019411 -0.0253185 -0.0307635 -0.0356535 -0.0399099 -0.0434692 -0.046283 -0.0483187 -0.0495586 -0.0499993 -0.0496504 -0.0485336 -0.0466812 -0.044135 -0.0409446 -0.0371666 -0.0328634 -0.0281021 -0.0229537 -0.0174922 -0.0117939 -0.00593676 -1.4044e-08 
